"Date","Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
"1998-07-06",1.812
"1998-07-07",1.815
"1998-07-08",1.818
"1998-07-09",1.831
"1998-07-10",1.819
"1998-07-13",1.8
"1998-07-14",1.802
"1998-07-15",1.801
"1998-07-16",1.79
"1998-07-17",1.784
"1998-07-20",1.78
"1998-07-21",1.79
"1998-07-22",1.788
"1998-07-23",1.792
"1998-07-24",1.779
"1998-07-27",1.784
"1998-07-28",1.773
"1998-07-29",1.774
"1998-07-30",1.776
"1998-07-31",1.779
"1998-08-03",1.784
"1998-08-04",1.78
"1998-08-05",1.772
"1998-08-06",1.768
"1998-08-07",1.78
"1998-08-10",1.781
"1998-08-11",1.781
"1998-08-12",1.775
"1998-08-13",1.785
"1998-08-14",1.804
"1998-08-17",1.793
"1998-08-18",1.799
"1998-08-19",1.798
"1998-08-20",1.798
"1998-08-21",1.797
"1998-08-24",1.795
"1998-08-25",1.799
"1998-08-26",1.807
"1998-08-27",1.798
"1998-08-28",1.772
"1998-08-31",1.758
"1998-09-01",1.75
"1998-09-02",1.751
"1998-09-03",1.728
"1998-09-04",1.735
"1998-09-08",1.726
"1998-09-09",1.726
"1998-09-10",1.692
"1998-09-11",1.689
"1998-09-14",1.702
"1998-09-15",1.69
"1998-09-16",1.692
"1998-09-17",1.685
"1998-09-18",1.689
"1998-09-21",1.681
"1998-09-22",1.683
"1998-09-23",1.687
"1998-09-24",1.678
"1998-09-25",1.673
"1998-09-28",1.678
"1998-09-29",1.675
"1998-09-30",1.67
"1998-10-01",1.65
"1998-10-02",1.643
"1998-10-05",1.635
"1998-10-06",1.634
"1998-10-07",1.614
"1998-10-08",1.606
"1998-10-09",1.633
"1998-10-13",1.638
"1998-10-14",1.641
"1998-10-15",1.626
"1998-10-16",1.619
"1998-10-19",1.628
"1998-10-20",1.643
"1998-10-21",1.644
"1998-10-22",1.641
"1998-10-23",1.637
"1998-10-26",1.651
"1998-10-27",1.654
"1998-10-28",1.654
"1998-10-29",1.654
"1998-10-30",1.657
"1998-11-02",1.653
"1998-11-03",1.66
"1998-11-04",1.667
"1998-11-05",1.657
"1998-11-06",1.669
"1998-11-09",1.691
"1998-11-10",1.687
"1998-11-12",1.693
"1998-11-13",1.689
"1998-11-16",1.667
"1998-11-17",1.67
"1998-11-18",1.67
"1998-11-19",1.685
"1998-11-20",1.689
"1998-11-23",1.706
"1998-11-24",1.707
"1998-11-25",1.704
"1998-11-27",1.713
"1998-11-30",1.697
"1998-12-01",1.681
"1998-12-02",1.672
"1998-12-03",1.673
"1998-12-04",1.679
"1998-12-07",1.677
"1998-12-08",1.672
"1998-12-09",1.67
"1998-12-10",1.655
"1998-12-11",1.649
"1998-12-14",1.65
"1998-12-15",1.659
"1998-12-16",1.667
"1998-12-17",1.666
"1998-12-18",1.665
"1998-12-21",1.674
"1998-12-22",1.675
"1998-12-23",1.675
"1998-12-24",1.684
"1998-12-28",1.679
"1998-12-29",1.671
"1998-12-30",1.677
"1998-12-31",1.667

Daily foreign exchange rates, 31 December 1979 ? 31 December 1998

